2025-09-24 15:45:56,786 - 这次的优化目标是系统的ITAEc，时间间隔0.1秒
 3.62311635e+05 3.72618504e+05], 计算结果: 422.93970393389077
2025-09-25 14:05:00,446 - 输入参数: [4.12276301e+04 5.44504310e+03 6.77866298e+01 8.59583763e+00
 8.06087993e+05 2.42376802e+05], 计算结果: 469.8291679324604
2025-09-25 14:05:11,857 - 输入参数: [1.00000000e+05 6.38921551e+04 2.99781224e+01 3.29849761e+01
 5.01468755e+05 1.59341175e+05], 计算结果: 636.3474592463226
2025-09-25 14:05:20,471 - 输入参数: [9.00033258e+04 2.35243507e+04 2.52402755e+01 1.57134038e+01
 7.52148575e+05 1.61347528e+05], 计算结果: 355.32792224109926
2025-09-25 14:05:26,315 - 输入参数: [7.65434400e+04 1.55113902e+04 7.81704204e+01 5.28534419e+01
 2.21928608e+05 8.95311891e+04], 计算结果: 401.94417151266265
2025-09-25 14:05:33,410 - 输入参数: [6.21643575e+04 1.34356309e+04 1.83629413e+01 5.85010870e+01
 8.20124563e+05 1.35755593e+05], 计算结果: 350.7072878542093
2025-09-25 14:05:38,105 - 输入参数: [7.91933491e+04 0.00000000e+00 4.19114287e+01 6.51413416e+01
 4.81678958e+05 4.51948422e+04], 计算结果: 773.2446109689203
2025-09-25 14:05:47,403 - 输入参数: [4.51137424e+04 2.79176858e+04 7.11320766e+01 3.01552939e+01
 4.63311535e+05 5.17093460e+04], 计算结果: 800.2490085077914
2025-09-25 14:06:01,005 - 输入参数: [1.00000000e+05 1.98497898e+04 7.20395419e+01 3.82790389e+01
 1.77514967e+05 1.23836932e+04], 计算结果: 3288.753542205073
2025-09-25 14:06:09,625 - 输入参数: [9.34239502e+04 1.74360450e+04 5.28786943e+01 2.36554283e+01
 6.85027272e+05 1.81378265e+05], 计算结果: 340.1829490228859
2025-09-25 14:06:17,215 - 输入参数: [1.00000000e+05 1.53005186e+04 7.08852569e+01 4.01565612e+01
 3.64768109e+05 1.67043449e+05], 计算结果: 333.5090723574805
2025-09-25 14:06:25,749 - 输入参数: [8.15861233e+04 2.43851514e+04 8.11485777e+01 1.95504251e+01
 5.92305493e+05 1.66156117e+05], 计算结果: 354.06257441712364
2025-09-25 14:06:37,572 - 输入参数: [0.00000000e+00 7.95486356e+04 4.69986227e+01 1.61720555e+01
 4.41491355e+05 1.11071947e+05], 计算结果: 858.5789386400957
2025-09-25 14:06:45,061 - 输入参数: [7.43382471e+04 1.34713193e+04 7.15618435e+01 6.35786346e+01
 5.58599137e+05 1.54528672e+05], 计算结果: 353.65615288071
2025-09-25 14:06:51,898 - 输入参数: [1.00000000e+05 2.03717700e+04 3.54984532e+01 4.54303671e+01
 3.95144010e+05 1.19201630e+05], 计算结果: 349.3311292168667
2025-09-25 14:07:02,169 - 输入参数: [9.91523172e+04 1.98138223e+04 5.80828733e+01 3.49995482e+01
 6.39411932e+05 2.52695390e+05], 计算结果: 394.79164424122575
2025-09-25 14:07:14,079 - 输入参数: [7.28514965e+04 0.00000000e+00 0.00000000e+00 7.37321208e+01
 6.03411590e+05 4.43795288e+05], 计算结果: 589.8087621365257
2025-09-25 14:07:19,963 - 输入参数: [1.00000000e+05 1.38432415e+04 8.84272437e+00 4.25505590e+00
 5.10239007e+05 8.85061156e+04], 计算结果: 309.0365091960086
2025-09-25 14:07:27,188 - 输入参数: [6.05500081e+04 2.47833623e+04 0.00000000e+00 4.13498404e+00
 4.54627640e+05 9.22930590e+04], 计算结果: 417.9906257532962
2025-09-25 14:07:36,591 - 输入参数: [7.56280765e+04 2.45019789e+04 4.03985920e+01 3.09686648e+01
 6.53299563e+05 1.97539063e+05], 计算结果: 369.6389147217385
2025-09-25 14:07:44,702 - 输入参数: [9.35717800e+04 1.66758631e+04 9.97948486e+01 6.41233280e+01
 4.82359448e+05 1.79048792e+05], 计算结果: 354.24889265417517
2025-09-25 14:07:53,000 - 输入参数: [1.00000000e+05 9.07409339e+03 5.83150583e+01 2.99124075e+01
 7.55572434e+05 1.79658551e+05], 计算结果: 342.2227269621935
2025-09-25 14:08:01,716 - 输入参数: [7.43085544e+04 1.70398769e+04 2.81538847e+01 2.57635188e+01
 1.01760195e+05 2.25933575e+05], 计算结果: 461.0119445961798
2025-09-25 14:08:09,639 - 输入参数: [3.45206780e+04 4.17174122e+04 5.15321192e+01 4.68023823e+01
 5.77627316e+04 1.38232555e+05], 计算结果: 742.7826880352503
2025-09-25 14:08:19,271 - 输入参数: [9.53428358e+04 9.60652072e+03 5.75363338e+01 0.00000000e+00
 5.36897819e+05 2.34673885e+05], 计算结果: 366.36880642005895
2025-09-25 14:08:25,646 - 输入参数: [1.97315821e+04 1.18798178e+03 4.43043083e+01 4.11793311e+00
 4.74661448e+05 2.08698966e+04], 计算结果: 1108.161305355737
2025-09-25 14:08:35,406 - 输入参数: [3.90801552e+04 6.34869442e+03 5.66218956e+01 2.82189280e+01
 4.43657518e+05 2.70189043e+05], 计算结果: 451.477708760715
2025-09-25 14:08:41,605 - 输入参数: [1.59028998e+04 2.36235632e+04 6.44499981e+01 0.00000000e+00
 1.78688933e+05 2.02355905e+05], 计算结果: 365.2183368075524
2025-09-25 14:08:50,897 - 输入参数: [9.34679746e+04 6.16950676e+03 1.63450302e+01 2.25341189e+01
 5.80135880e+05 2.23848372e+05], 计算结果: 374.2384267998182
2025-09-25 14:09:06,096 - 输入参数: [4.68631303e+04 2.65746140e+04 3.94496726e+01 0.00000000e+00
 9.25791054e+04 0.00000000e+00], 计算结果: 4705.668549978873
2025-09-25 14:09:13,477 - 输入参数: [6.45162825e+04 2.30493405e+04 6.31002040e+01 3.26655432e+01
 6.48462717e+05 1.02997502e+05], 计算结果: 395.3287150194004
2025-09-25 14:09:21,918 - 输入参数: [3.18066235e+04 1.35168442e+04 1.15565197e+00 3.37750903e+01
 7.53579648e+05 1.76549531e+05], 计算结果: 407.5300391967248
2025-09-25 14:09:33,335 - 输入参数: [1.00000000e+05 2.85387643e+04 5.85873422e+01 5.21095840e+01
 7.14886013e+05 3.15277498e+05], 计算结果: 439.97570455844993
2025-09-25 14:09:44,927 - 输入参数: [1.00000000e+05 1.61977635e+04 4.30665462e+01 6.37418915e+00
 6.57308302e+05 3.64963841e+05], 计算结果: 447.42265619125874
2025-09-25 14:09:52,247 - 输入参数: [7.23502862e+04 1.62282401e+04 0.00000000e+00 2.22206950e+01
 5.26844942e+05 1.49699636e+05], 计算结果: 306.0015307472805
2025-09-25 14:10:01,554 - 输入参数: [7.90301415e+04 7.66894513e+03 8.06027962e+01 2.53953520e+01
 1.46784314e+05 2.72814496e+05], 计算结果: 473.1853552234435
2025-09-25 14:10:07,167 - 输入参数: [1.53706748e+04 6.20230630e+03 4.29084050e+01 0.00000000e+00
 6.29357537e+05 1.05325251e+05], 计算结果: 710.160086917602
2025-09-25 14:10:13,289 - 输入参数: [4.61576216e+04 1.26862713e+04 7.81030972e+01 4.22028320e+01
 2.91538814e+05 1.44200329e+05], 计算结果: 349.75552935972087
2025-09-25 14:10:28,525 - 输入参数: [8.45300253e+04 1.56071337e+04 9.62064486e+01 1.95036851e+01
 4.51735340e+05 0.00000000e+00], 计算结果: 5206.904451043826
2025-09-25 14:10:35,726 - 输入参数: [8.10817075e+04 2.12617827e+04 6.74256012e+01 1.90864340e+01
 5.48305908e+05 1.24481828e+05], 计算结果: 337.0205595939406
2025-09-25 14:10:50,040 - 输入参数: [1.00000000e+05 3.40193090e+03 8.44973643e+01 2.54255613e+01
 2.62334689e+05 0.00000000e+00], 计算结果: 8292.072921712364
2025-09-25 14:10:57,684 - 输入参数: [9.87587220e+04 1.50216301e+03 6.35599967e+01 3.74611409e+01
 5.95664104e+05 1.66153699e+05], 计算结果: 429.0920311847664
2025-09-25 14:11:13,373 - 输入参数: [1.00000000e+05 1.92469434e+04 9.98572249e+01 6.37183882e+00
 0.00000000e+00 1.62214309e+05], 计算结果: 1942.6340211735758
2025-09-25 14:11:19,648 - 输入参数: [6.47011948e+04 1.21135363e+04 0.00000000e+00 1.99051538e+01
 4.54713554e+05 1.31852228e+05], 计算结果: 283.0092508463437
2025-09-25 14:11:27,388 - 输入参数: [1.00000000e+05 1.63788965e+04 2.56554217e+01 5.07080292e+01
 7.08691888e+05 1.49005951e+05], 计算结果: 331.22567463868825
2025-09-25 14:11:33,200 - 输入参数: [0.00000000e+00 1.20999941e+04 0.00000000e+00 1.91082211e+01
 1.35124065e+05 2.23389168e+05], 计算结果: 1720.2444259035426
2025-09-25 14:11:48,732 - 输入参数: [1.00000000e+05 2.12043596e+04 8.23915550e+01 1.74614578e+01
 0.00000000e+00 0.00000000e+00], 计算结果: 9516.491865912543
2025-09-25 14:11:57,115 - 输入参数: [7.69678765e+04 1.92643922e+04 7.12014069e+01 3.94781225e+01
 7.69034546e+05 5.68529983e+04], 计算结果: 662.0925756014547
2025-09-25 14:12:05,000 - 输入参数: [3.08481109e+04 2.39444862e+04 3.84461441e+01 3.60474253e+01
 3.94193663e+05 1.74417836e+05], 计算结果: 351.456040698945
2025-09-25 14:12:11,207 - 输入参数: [7.16334578e+04 1.52528198e+04 3.87398296e+01 2.26272892e+01
 3.76564225e+05 1.15925454e+05], 计算结果: 297.13857310764547
2025-09-25 14:12:20,126 - 输入参数: [1.00000000e+05 1.70353425e+04 2.15524481e+01 3.54557299e+01
 2.74635312e+05 2.27599775e+05], 计算结果: 385.79882220135937
2025-09-25 14:12:28,149 - 输入参数: [1.00000000e+05 2.77225981e+04 4.37715460e+01 5.10605359e+01
 5.74642623e+05 1.09793108e+05], 计算结果: 434.13089567732993
2025-09-25 14:12:38,822 - 输入参数: [1.00000000e+05 4.09306582e+04 1.01693196e+01 3.49095629e+01
 4.75609934e+05 2.63192502e+05], 计算结果: 445.98168362382677
2025-09-25 14:12:47,641 - 输入参数: [1.00000000e+05 2.32246790e+04 1.98293274e+01 1.86417841e+01
 4.96683312e+05 1.88222268e+05], 计算结果: 356.86612593138017
2025-09-25 14:12:58,314 - 输入参数: [1.00000000e+05 9.48490273e+03 5.45820249e+01 1.48242021e+01
 7.54564989e+05 2.67591165e+05], 计算结果: 403.0044614145738
2025-09-25 14:13:06,735 - 输入参数: [6.69954284e+04 1.84752333e+04 2.85983303e+01 0.00000000e+00
 5.24234107e+05 4.10023538e+04], 计算结果: 871.080740948681
2025-09-25 14:13:14,657 - 输入参数: [9.87138840e+04 1.20035414e+04 6.15024726e+01 0.00000000e+00
 7.04545544e+05 1.62346893e+05], 计算结果: 305.48218242353727
2025-09-25 14:13:20,474 - 输入参数: [6.38698103e+04 1.46760177e+04 6.90394075e+01 2.32995635e+01
 4.08169424e+05 8.67772657e+04], 计算结果: 340.4860369650029
2025-09-25 14:13:27,633 - 输入参数: [1.00000000e+05 1.92075494e+04 3.04186727e+01 4.06784467e+01
 4.38966122e+05 1.40114561e+05], 计算结果: 328.99514041967694
2025-09-25 14:13:36,226 - 输入参数: [1.00000000e+05 2.09147757e+04 0.00000000e+00 1.36715208e+01
 3.86226483e+05 4.82189982e+04], 计算结果: 860.6118188684412
2025-09-25 14:13:43,434 - 输入参数: [5.59483289e+04 7.07257358e+03 6.84497441e+00 1.73633554e+01
 7.14400773e+05 1.49697747e+05], 计算结果: 329.5911036801729
2025-09-25 14:13:51,753 - 输入参数: [3.52121064e+04 1.96793715e+04 0.00000000e+00 2.93148534e+01
 3.74261966e+05 2.16006736e+05], 计算结果: 342.87086995666704
2025-09-25 14:14:02,188 - 输入参数: [1.00000000e+05 4.95427950e+04 1.20986083e+01 2.70992817e+01
 4.75607227e+05 1.88098355e+05], 计算结果: 497.92175731281765
2025-09-25 14:14:09,520 - 输入参数: [6.68370082e+04 1.67983843e+04 0.00000000e+00 2.03687268e+01
 6.70398795e+05 1.36134742e+05], 计算结果: 310.19198237678944
2025-09-25 14:14:15,611 - 输入参数: [1.00000000e+05 1.09326369e+04 4.21397694e+01 1.95276787e+01
 5.13374322e+05 1.19439928e+05], 计算结果: 280.9116258842308
2025-09-25 14:14:20,529 - 输入参数: [1.00000000e+05 7.49157119e+03 6.96953484e+01 0.00000000e+00
 3.71649999e+05 8.49058467e+04], 计算结果: 249.3857912090192
2025-09-25 14:14:31,468 - 输入参数: [9.73327010e+04 1.28775591e+04 2.37471799e+01 0.00000000e+00
 4.86358902e+05 3.10286555e+05], 计算结果: 420.1770351198803
2025-09-25 14:14:37,284 - 输入参数: [8.59291625e+04 8.07906491e+03 6.13572443e+01 0.00000000e+00
 3.37554597e+05 1.24174800e+05], 计算结果: 249.89469768018049
2025-09-25 14:14:45,368 - 输入参数: [8.94497192e+04 6.67417234e+03 0.00000000e+00 2.81183752e+01
 4.30567180e+05 1.89339505e+05], 计算结果: 347.4671213309011
2025-09-25 14:14:50,565 - 输入参数: [1.00000000e+05 7.29255274e+03 1.33413507e+01 5.68516034e-01
 4.49883741e+05 9.11721700e+04], 计算结果: 229.09652161738921
2025-09-25 14:14:58,227 - 输入参数: [1.00000000e+05 1.55820524e+04 7.03300212e+01 0.00000000e+00
 4.45183605e+05 1.60837653e+05], 计算结果: 308.2116349700182
2025-09-25 14:15:05,676 - 输入参数: [1.00000000e+05 1.62323564e+04 5.67619877e+01 2.29921683e+01
 4.90938060e+05 1.53878412e+05], 计算结果: 314.4166470292877
2025-09-25 14:15:13,628 - 输入参数: [7.00428638e+04 1.73449087e+04 0.00000000e+00 1.03302378e+01
 1.87994812e+05 2.15304158e+05], 计算结果: 359.9058678918824
2025-09-25 14:15:21,564 - 输入参数: [100000.           3184.47085777      0.              0.
 331953.03574812 186346.45909997], 计算结果: 332.6819067787718
2025-09-25 14:15:32,132 - 输入参数: [1.00000000e+05 1.52225803e+04 2.00585499e+01 4.00613180e+01
 2.64748737e+05 3.09087380e+05], 计算结果: 452.8440857806842
2025-09-25 14:15:47,460 - 输入参数: [1.00000000e+05 2.45255754e+04 2.67989657e+01 2.36229224e+01
 3.78398331e+05 0.00000000e+00], 计算结果: 4592.708980812163
2025-09-25 14:15:56,453 - 输入参数: [9.46869779e+04 1.81866352e+04 0.00000000e+00 2.86539442e+01
 7.25810457e+05 1.95923185e+05], 计算结果: 354.040940570584
2025-09-25 14:16:05,554 - 输入参数: [1.00000000e+05 1.34396195e+04 1.47819927e+01 0.00000000e+00
 6.54509058e+05 2.04267470e+05], 计算结果: 344.6974104175462
2025-09-25 14:16:13,516 - 输入参数: [1.00000000e+05 4.00272401e+03 2.65212054e+01 1.69063714e+01
 3.92998701e+05 1.83260741e+05], 计算结果: 342.6952980045986
2025-09-25 14:16:24,040 - 输入参数: [1.00000000e+05 3.14242468e+04 4.69397762e+01 2.75086348e+01
 1.84189094e+05 5.70650362e+04], 计算结果: 1129.473138416633
2025-09-25 14:16:31,481 - 输入参数: [9.61478689e+04 8.15727924e+03 6.45690490e+01 8.42845793e+00
 4.40276663e+05 1.67586570e+05], 计算结果: 302.91017751440324
2025-09-25 14:16:38,242 - 输入参数: [0.00000000e+00 1.98787626e+04 1.37633360e+01 2.54606392e+01
 4.08990147e+05 1.38235856e+05], 计算结果: 1177.843468165334
2025-09-25 14:16:46,145 - 输入参数: [8.85169503e+04 6.06285472e+03 4.62864883e+01 1.97895297e+01
 5.96692759e+05 1.79018948e+05], 计算结果: 338.4394406167766
2025-09-25 14:16:55,037 - 输入参数: [1.00000000e+05 4.95717917e+03 5.49163521e+01 3.06832351e+01
 8.43079924e+05 1.95693532e+05], 计算结果: 379.2184671929568
2025-09-25 14:17:02,687 - 输入参数: [8.07753494e+04 2.18356174e+04 2.77236885e+00 3.38774671e+00
 8.55467822e+05 8.04208132e+04], 计算结果: 479.92788085053246
2025-09-25 14:17:11,243 - 输入参数: [1.00000000e+05 2.23890953e+04 5.32255687e+01 2.45080537e+01
 4.82873422e+05 1.71965645e+05], 计算结果: 346.297644649924
2025-09-25 14:17:18,607 - 输入参数: [1.00000000e+05 1.03658200e+04 2.76235592e+01 4.46112694e+01
 2.23303291e+05 1.70190627e+05], 计算结果: 360.0846791181886
2025-09-25 14:17:25,087 - 输入参数: [5.57309884e+04 1.92246396e+04 5.47051328e+01 6.61252835e+00
 2.58958973e+05 1.50327943e+05], 计算结果: 299.4817403580174
2025-09-25 14:17:38,442 - 输入参数: [7.64552467e+04 2.20127280e+04 9.27103647e+01 3.43737266e+01
 3.31970176e+05 8.79699599e+03], 计算结果: 2609.3670019665933
2025-09-25 14:17:45,659 - 输入参数: [1.00000000e+05 1.07428348e+04 8.56560866e+01 3.06737918e+01
 1.47798005e+05 1.62645812e+05], 计算结果: 367.8027720349973
2025-09-25 14:17:53,524 - 输入参数: [9.25564080e+03 9.87687472e+01 4.87748709e+01 0.00000000e+00
 2.98331533e+05 2.20524757e+05], 计算结果: 2165.8521462293043
2025-09-25 14:18:07,540 - 输入参数: [7.22478084e+04 4.82548806e+03 6.59513952e+01 1.22091285e+01
 4.74640718e+05 0.00000000e+00], 计算结果: 6066.080511081206
2025-09-25 14:18:12,874 - 输入参数: [1.00000000e+05 3.63237224e+03 6.88132618e+01 0.00000000e+00
 7.10431417e+05 1.01188340e+05], 计算结果: 230.51000614389278
2025-09-25 14:18:19,956 - 输入参数: [1.00000000e+05 0.00000000e+00 7.00498451e+01 8.86569044e+00
 1.05508760e+05 1.58545634e+05], 计算结果: 395.4690324741046
2025-09-25 14:18:27,394 - 输入参数: [1.00000000e+05 9.70298317e+03 6.57138989e+01 2.27789513e+01
 8.25055090e+05 3.84387319e+04], 计算结果: 807.1138191811143
2025-09-25 14:18:42,428 - 输入参数: [1.00000000e+05 1.31603150e+04 5.27183402e+01 2.34247987e+00
 2.61155952e+05 0.00000000e+00], 计算结果: 6224.852419552925
2025-09-25 14:18:51,755 - 输入参数: [1.00000000e+05 2.49038377e+04 5.86522289e+01 0.00000000e+00
 1.56618987e+04 1.63469474e+05], 计算结果: 615.2891355447919
2025-09-25 14:19:00,911 - 输入参数: [8.09371264e+04 2.13969001e+04 4.39727754e+01 0.00000000e+00
 2.49153328e+04 1.83454405e+05], 计算结果: 588.758121876723
2025-09-25 14:19:06,245 - 输入参数: [5.83247316e+04 0.00000000e+00 5.15415712e+01 0.00000000e+00
 2.72232883e+05 1.19395225e+05], 计算结果: 336.19720274097835
2025-09-25 14:19:10,497 - 输入参数: [1.00000000e+05 1.97939152e+03 8.04502178e+01 0.00000000e+00
 2.35124491e+05 8.02532376e+04], 计算结果: 222.3711512599853
2025-09-25 14:19:19,104 - 输入参数: [8.54334602e+04 1.61016650e+04 3.16612935e+01 2.20660057e+01
 1.93938457e+05 2.32789693e+05], 计算结果: 397.4370113034529
2025-09-25 14:19:34,310 - 输入参数: [7.24925085e+04 6.79284259e+03 5.03660674e+01 3.39716256e+01
 0.00000000e+00 9.46554071e+04], 计算结果: 2180.3757664448754
2025-09-25 14:19:41,575 - 输入参数: [1.00000000e+05 1.94190709e+04 2.85851717e+01 0.00000000e+00
 5.20965676e+05 1.35366298e+05], 计算结果: 316.9185650853833
2025-09-25 14:19:50,289 - 输入参数: [1.00000000e+05 1.49945718e+04 5.58430257e+01 0.00000000e+00
 4.15538399e+05 2.06099434e+05], 计算结果: 344.02995701866973
2025-09-25 14:19:58,687 - 输入参数: [1.00000000e+05 7.73194497e+03 2.47784849e+01 0.00000000e+00
 2.23209339e+05 2.12288273e+05], 计算结果: 368.85843417401276
2025-09-25 14:20:03,883 - 输入参数: [1.00000000e+05 8.99372213e+03 2.76920695e+01 6.57430589e-01
 1.47449560e+05 8.69622670e+04], 计算结果: 308.4871021372145
2025-09-25 14:20:11,377 - 输入参数: [1.00000000e+05 1.16131882e+04 8.29967435e+01 2.00751786e-01
 2.65007936e+05 1.73578499e+05], 计算结果: 318.3909955998521
2025-09-25 14:20:16,296 - 输入参数: [5.30181561e+04 8.91508083e+03 3.76747440e+01 9.28783412e+00
 2.58533955e+05 6.91217589e+04], 计算结果: 339.36211685933864
2025-09-25 14:20:28,176 - 输入参数: [4.05140687e+04 5.26817167e+03 5.51335112e+01 9.79364317e+00
 3.21480392e+05 3.40658697e+03], 计算结果: 3195.867739282792
2025-09-25 14:20:34,825 - 输入参数: [7.31276331e+04 1.33219127e+04 3.47039931e+01 0.00000000e+00
 4.70824892e+05 1.41316998e+05], 计算结果: 279.39127609734135
2025-09-25 14:20:39,523 - 输入参数: [7.60335889e+04 6.44707865e+03 6.16089433e+01 5.82866860e+00
 2.45663236e+05 7.12541973e+04], 计算结果: 320.88420860009944
2025-09-25 14:20:44,164 - 输入参数: [1.00000000e+05 3.53472236e+03 1.32511094e+01 0.00000000e+00
 5.62035066e+05 5.95696385e+04], 计算结果: 305.95705488860585
2025-09-25 14:20:51,923 - 输入参数: [1.00000000e+05 1.54731516e+04 2.61632608e+01 0.00000000e+00
 4.18734554e+05 4.53707267e+04], 计算结果: 775.2877482248316
2025-09-25 14:20:57,859 - 输入参数: [8.75180820e+04 1.26232664e+04 0.00000000e+00 1.17198060e+01
 8.60511746e+04 1.07699466e+05], 计算结果: 358.2549146482557
2025-09-25 14:21:04,739 - 输入参数: [1.00000000e+05 9.12753192e+03 1.69621514e+01 4.01039321e+00
 3.92208947e+05 3.85766059e+04], 计算结果: 798.2978659773092
2025-09-25 14:21:09,704 - 输入参数: [6.02592180e+04 6.19948957e+03 1.57917599e-01 1.96888860e-01
 8.12736403e+04 1.03884269e+05], 计算结果: 267.44311915174137
2025-09-25 14:21:24,560 - 输入参数: [1.00000000e+05 8.73755649e+03 7.34709277e+01 2.05668673e-01
 4.06217860e+05 0.00000000e+00], 计算结果: 6093.563992369939
2025-09-25 14:21:32,556 - 输入参数: [1.00000000e+05 6.96244831e+03 2.38367378e+01 0.00000000e+00
 5.85095146e+05 1.75332397e+05], 计算结果: 308.36505099768124
2025-09-25 14:21:38,386 - 输入参数: [9.59956093e+04 7.35461702e+03 3.81880867e+01 0.00000000e+00
 5.53625597e+05 4.86768620e+04], 计算结果: 498.5703197053079
2025-09-25 14:21:43,245 - 输入参数: [6.10107368e+04 7.46333066e+03 6.92002618e+01 5.55750888e-01
 4.73040285e+05 7.20492556e+04], 计算结果: 289.72363551392414
2025-09-25 14:21:48,179 - 输入参数: [4.11986267e+04 5.33660827e+03 2.08876956e+01 2.14506348e-01
 1.04505181e+05 1.23151314e+05], 计算结果: 262.96530304109314
2025-09-25 14:21:59,937 - 输入参数: [1.00000000e+05 3.32008933e+03 0.00000000e+00 4.81309449e+00
 4.08217950e+05 6.91739931e+03], 计算结果: 3880.501643481848
2025-09-25 14:22:14,235 - 输入参数: [1.00000000e+05 4.63995417e+03 6.00363623e+01 0.00000000e+00
 3.32762209e+05 0.00000000e+00], 计算结果: 7076.5738301505435
2025-09-25 14:22:19,276 - 输入参数: [5.10286325e+04 8.02289604e+03 7.23463369e+01 3.25085705e-01
 4.25619333e+05 9.67419979e+04], 计算结果: 262.3350238206023
2025-09-25 14:22:34,074 - 输入参数: [7.27411675e+04 1.18834070e+04 1.00000000e+02 0.00000000e+00
 4.86409864e+05 0.00000000e+00], 计算结果: 5367.6796240915455
2025-09-25 14:22:42,089 - 输入参数: [1.00000000e+05 1.02731570e+04 7.46942962e+01 1.70981906e+01
 3.64312757e+05 1.86020278e+05], 计算结果: 329.3106452120187
2025-09-25 14:22:50,070 - 输入参数: [1.00000000e+05 1.21723410e+04 4.50577381e+01 7.79309577e+00
 2.02452784e+05 3.90742510e+04], 计算结果: 1046.6282087383565
2025-09-25 14:22:54,786 - 输入参数: [1.00000000e+05 3.98112359e+03 6.19281032e+01 0.00000000e+00
 3.85352685e+05 8.97568343e+04], 计算结果: 214.14337783604708
2025-09-25 14:23:03,721 - 输入参数: [8.48372817e+04 8.31795645e+03 1.49670831e+01 0.00000000e+00
 3.88019800e+05 2.29700221e+05], 计算结果: 357.51705198822015
2025-09-25 14:23:07,824 - 输入参数: [1.00000000e+05 0.00000000e+00 6.55831877e+01 0.00000000e+00
 5.45941107e+05 6.35720695e+04], 计算结果: 252.8728099880241
2025-09-25 14:23:14,675 - 输入参数: [6.48297365e+04 6.70231181e+03 7.67837158e+01 2.33896758e+00
 2.12711141e+05 1.78467874e+05], 计算结果: 313.6575238030356
2025-09-25 14:23:19,017 - 输入参数: [2.26164905e+04 1.64464592e+03 2.88018335e+01 3.22961798e+00
 4.97718106e+05 5.74276853e+04], 计算结果: 596.5692830658588
2025-09-25 14:23:24,985 - 输入参数: [7.02981762e+04 9.49017266e+03 0.00000000e+00 1.61257681e+01
 7.86642331e+05 1.05565277e+05], 计算结果: 281.5211478202987
2025-09-25 14:23:33,315 - 输入参数: [1.00000000e+05 7.12885665e+03 6.10472785e+01 1.04460093e+01
 7.05587929e+04 1.93178169e+05], 计算结果: 443.65753584576146
2025-09-25 14:23:37,615 - 输入参数: [9.96263276e+04 0.00000000e+00 2.45417748e+01 0.00000000e+00
 5.43607116e+05 7.70501966e+04], 计算结果: 203.51306081956378
2025-09-25 14:23:42,941 - 输入参数: [1.00000000e+05 7.75615137e+03 3.28856436e+01 1.05016386e+01
 4.97191164e+05 6.24489042e+04], 计算结果: 368.36133249177004
2025-09-25 14:23:51,208 - 输入参数: [1.00000000e+05 9.53416806e+03 5.65120643e+01 0.00000000e+00
 2.49209703e+05 2.03915255e+05], 计算结果: 351.4890164588322
2025-09-25 14:23:56,243 - 输入参数: [8.52052664e+04 7.63980797e+03 8.41327118e+01 5.54638267e+00
 4.80824493e+05 7.37784678e+04], 计算结果: 294.4151234133577
2025-09-25 14:24:11,244 - 输入参数: [1.00000000e+05 1.70176637e+04 0.00000000e+00 4.87096782e+00
 2.71520521e+05 1.19862733e+03], 计算结果: 4991.305441744824
2025-09-25 14:24:17,759 - 输入参数: [1.00000000e+05 1.47630005e+04 2.39211048e+01 5.81944890e+00
 6.37122942e+04 9.92872186e+04], 计算结果: 427.24800619922996
2025-09-25 14:24:32,227 - 输入参数: [100000.           3472.78575677      0.              0.
 174640.19675742      0.        ], 计算结果: 9090.725266519381
2025-09-25 14:24:37,157 - 输入参数: [1.00000000e+05 1.54678342e+03 8.39492665e+01 1.09016316e+01
 3.62775076e+05 9.81970910e+04], 计算结果: 277.76586251735
2025-09-25 14:24:42,164 - 输入参数: [1.00000000e+05 6.62739555e+01 3.30384822e+01 0.00000000e+00
 4.36691782e+05 3.95857900e+04], 计算结果: 554.6266952579173
2025-09-25 14:24:47,948 - 输入参数: [7.24267533e+04 1.80348614e+03 5.32245157e+01 5.89401726e+00
 7.00969807e+05 1.13817386e+05], 计算结果: 302.7559702037446
2025-09-25 14:24:52,499 - 输入参数: [1.00000000e+05 6.20224216e+02 7.73181977e+01 0.00000000e+00
 2.48224306e+05 8.89661451e+04], 计算结果: 218.26592116124448
2025-09-25 14:24:57,173 - 输入参数: [5.01339294e+04 1.13419141e+03 4.05634813e+00 3.39993845e-01
 3.26593318e+05 9.13450903e+04], 计算结果: 264.6595127246515
2025-09-25 14:25:09,048 - 输入参数: [1.00000000e+05 3.43138935e+04 6.12986008e+01 0.00000000e+00
 3.95014303e+05 3.91045498e+04], 计算结果: 1327.1340186682849
2025-09-25 14:25:15,768 - 输入参数: [6.29101403e+04 0.00000000e+00 7.79031023e+01 0.00000000e+00
 2.04446428e+05 1.87957019e+04], 计算结果: 1748.4337819345346
2025-09-25 14:25:22,853 - 输入参数: [2.86714449e+04 1.95250413e+03 4.54664263e+01 0.00000000e+00
 3.81544920e+05 1.61403955e+04], 计算结果: 1203.3745242516911
2025-09-25 14:25:27,485 - 输入参数: [1.00000000e+05 6.60069158e+02 8.88111600e+01 0.00000000e+00
 2.92797807e+05 5.28851056e+04], 计算结果: 396.9812810003897
2025-09-25 14:25:35,063 - 输入参数: [9.72348950e+04 2.18579608e+04 6.18057817e+01 0.00000000e+00
 5.44967471e+05 1.45068292e+05], 计算结果: 334.49526045569473
