2025-09-12 14:34:10,755 - 这次的优化目标是系统的ITAEc，时间间隔0.1秒
2025-09-12 15:31:31,148 - 输入参数: [2.34581534e+04 3.66346215e+04 2.03155623e+01 4.59869410e+01
 1.18959334e+05 1.19759251e+05], 计算结果: 388.90867820214544
2025-09-12 15:31:39,934 - 输入参数: [0.00000000e+00 7.28260026e+04 4.63593207e+01 3.78026288e+01
 1.91153221e+05 9.38701578e+04], 计算结果: 655.4063608841582
2025-09-12 15:31:49,594 - 输入参数: [0.00000000e+00 0.00000000e+00 2.78117531e+01 4.67399374e+01
 6.58105930e+05 2.34076031e+05], 计算结果: 3015.656845328733
2025-09-12 15:32:03,367 - 输入参数: [1.38960600e+04 0.00000000e+00 8.95172668e+00 2.12973888e-01
 0.00000000e+00 9.48555403e+04], 计算结果: 3148.069591428707
2025-09-12 15:32:18,452 - 输入参数: [1.00000000e+05 7.38546429e+03 0.00000000e+00 1.08499521e+00
 1.02572960e+05 0.00000000e+00], 计算结果: 9280.259102438857
2025-09-12 15:32:25,107 - 输入参数: [1.00000000e+05 0.00000000e+00 0.00000000e+00 4.53990291e+00
 1.36669486e+05 1.45948096e+05], 计算结果: 338.07236371684274
2025-09-12 15:32:37,471 - 输入参数: [0.00000000e+00 5.73290704e+04 1.91444116e+01 1.65803684e+01
 1.00000000e+06 1.11224219e+05], 计算结果: 1146.5201003865013
2025-09-12 15:32:48,130 - 输入参数: [0.00000000e+00 0.00000000e+00 7.94204442e+00 0.00000000e+00
 0.00000000e+00 8.60898124e+04], 计算结果: 30569.915424064922
2025-09-12 15:32:52,492 - 输入参数: [6.84454351e+04 1.43199936e+03 0.00000000e+00 5.97478623e+00
 6.39815819e+04 7.58356693e+04], 计算结果: 309.7939012459272
2025-09-12 15:33:04,898 - 输入参数: [3.57847614e+04 0.00000000e+00 1.42954484e+01 4.35824508e+00
 1.00000000e+06 4.43022505e+05], 计算结果: 993.7758335307715
2025-09-12 15:33:18,205 - 输入参数: [1.00000000e+05 1.00000000e+05 1.11924770e+01 6.17100700e+00
 1.68201805e+05 8.39074565e+04], 计算结果: 1430.0876806523402
2025-09-12 15:33:33,667 - 输入参数: [6.60026894e+04 0.00000000e+00 1.34378651e+01 2.26607741e+00
 0.00000000e+00 4.46154593e+04], 计算结果: 2698.495163771995
2025-09-12 15:33:39,036 - 输入参数: [3.08213896e+04 2.17779609e+04 2.42509745e+00 0.00000000e+00
 1.66892661e+05 9.82123506e+04], 计算结果: 308.6463389191101
2025-09-12 15:33:51,839 - 输入参数: [0.00000000e+00 5.60920080e+04 1.86422009e+01 2.36638455e+01
 1.00000000e+06 4.98359895e+05], 计算结果: 849.3555764200753
2025-09-12 15:33:57,230 - 输入参数: [0.00000000e+00 1.35212853e+04 0.00000000e+00 5.47097282e+00
 1.53435960e+04 8.50343439e+04], 计算结果: 1741.0868794074454
2025-09-12 15:34:03,915 - 输入参数: [86303.35029145     0.             0.             0.
 67077.57663344 30475.10915616], 计算结果: 1325.166035710273
2025-09-12 15:34:08,686 - 输入参数: [1.00000000e+05 0.00000000e+00 0.00000000e+00 1.41717596e+01
 2.40764630e+05 5.12135376e+04], 计算结果: 494.51338050523435
2025-09-12 15:34:15,366 - 输入参数: [5.36105529e+03 0.00000000e+00 0.00000000e+00 4.13322382e+01
 7.63899500e+05 1.35203372e+05], 计算结果: 2098.4457350723205
2025-09-12 15:34:19,535 - 输入参数: [1.00000000e+05 0.00000000e+00 0.00000000e+00 9.80999399e+00
 1.36492943e+05 7.58124345e+04], 计算结果: 295.0411484894587
2025-09-12 15:34:35,165 - 输入参数: [2.38587211e+04 3.28869734e+04 0.00000000e+00 2.68613500e+00
 0.00000000e+00 3.68103160e+05], 计算结果: 3677.4297155354525
2025-09-12 15:34:46,192 - 输入参数: [6.05594829e+04 0.00000000e+00 1.43065319e+01 9.05444802e-01
 4.53042750e+04 3.21197368e+05], 计算结果: 929.034324916014
2025-09-12 15:34:50,002 - 输入参数: [9.83964839e+03 0.00000000e+00 3.92118424e+01 1.63146406e+01
 2.25468959e+05 5.01820580e+04], 计算结果: 1793.8565242895106
2025-09-12 15:35:00,197 - 输入参数: [4.47699432e+04 1.87050575e+04 2.44851402e+00 7.86896849e+00
 3.70704360e+05 2.94077007e+05], 计算结果: 383.1196545198752
2025-09-12 15:35:04,349 - 输入参数: [1.00000000e+05 0.00000000e+00 0.00000000e+00 5.38557529e+00
 9.97637198e+04 7.84355423e+04], 计算结果: 254.68432291552705
2025-09-12 15:35:15,311 - 输入参数: [1.00000000e+05 0.00000000e+00 0.00000000e+00 4.58645846e+00
 9.32765689e+04 2.98122036e+05], 计算结果: 681.6898314905782
2025-09-12 15:35:31,009 - 输入参数: [5.37229383e+04 4.58982096e+04 1.29888557e+01 0.00000000e+00
 1.79951652e+05 0.00000000e+00], 计算结果: 3488.530034068486
2025-09-12 15:35:44,409 - 输入参数: [0.00000000e+00 1.40873182e+04 1.45389457e+01 1.56348633e+00
 0.00000000e+00 4.37417288e+05], 计算结果: 4937.275245704575
2025-09-12 15:35:57,015 - 输入参数: [1.61276989e+04 3.19179387e+04 6.28766073e+00 0.00000000e+00
 1.00000000e+06 4.64013819e+05], 计算结果: 605.0986953904754
2025-09-12 15:36:12,270 - 输入参数: [1.00000000e+05 6.06682778e+03 0.00000000e+00 5.38587037e+00
 2.83097629e+03 7.07913797e+04], 计算结果: 1024.976198466839
2025-09-12 15:36:16,295 - 输入参数: [    0.         29055.93528931   100.             0.
 71584.09154469 85351.72924523], 计算结果: 1355.7479611384088
2025-09-12 15:36:32,250 - 输入参数: [1.00000000e+05 4.64061069e+04 1.84680650e+01 8.82177247e+01
 0.00000000e+00 1.47460188e+05], 计算结果: 2305.572596511648
2025-09-12 15:36:45,941 - 输入参数: [1.00000000e+05 1.10944920e+04 0.00000000e+00 6.64600327e+00
 1.02885767e+05 1.00601926e+04], 计算结果: 4473.172137990855
2025-09-12 15:36:53,205 - 输入参数: [8.87391241e+04 7.03709310e+03 0.00000000e+00 5.10454742e+00
 2.69142378e+04 1.41649635e+05], 计算结果: 374.3454549449066
2025-09-12 15:37:05,234 - 输入参数: [1.00000000e+05 0.00000000e+00 3.68896644e+00 3.81673962e+00
 9.02924950e+04 0.00000000e+00], 计算结果: 11369.82248478472
2025-09-12 15:37:16,574 - 输入参数: [0.00000000e+00 5.06852152e+04 1.74472122e+01 5.67788562e+01
 6.74948415e+05 1.13186178e+05], 计算结果: 1049.0911409894766
2025-09-12 15:37:25,793 - 输入参数: [7.09926140e+04 4.84083155e+02 0.00000000e+00 2.64713433e+01
 5.84195587e+04 1.71475262e+04], 计算结果: 3309.438847761159
2025-09-12 15:37:31,272 - 输入参数: [1.00000000e+05 7.24720301e+03 3.04778576e+00 8.97497596e+00
 1.48110646e+05 1.11158221e+05], 计算结果: 277.1984988212886
2025-09-12 15:37:35,763 - 输入参数: [0.00000000e+00 1.10145298e+04 1.32702583e+00 0.00000000e+00
 1.21550846e+05 1.09036396e+05], 计算结果: 1780.8581809055052
2025-09-12 15:37:46,888 - 输入参数: [1.00000000e+05 2.42082835e+03 2.33332049e+00 4.24097290e+00
 4.60646636e+04 2.89945149e+05], 计算结果: 692.3344370095149
2025-09-12 15:37:58,686 - 输入参数: [7.56180937e+03 0.00000000e+00 6.28616115e+00 0.00000000e+00
 1.00000000e+06 3.87715862e+05], 计算结果: 1999.322442221507
2025-09-12 15:38:14,139 - 输入参数: [1.00000000e+05 4.06757275e+04 1.00000000e+02 1.00000000e+02
 0.00000000e+00 2.51169932e+05], 计算结果: 2021.4775698366466
2025-09-12 15:38:29,496 - 输入参数: [2.86677889e+04 4.47536884e+04 0.00000000e+00 1.38151722e+01
 0.00000000e+00 9.25734956e+05], 计算结果: 4152.018191026696
2025-09-12 15:38:33,662 - 输入参数: [1.00000000e+05 0.00000000e+00 0.00000000e+00 3.44044339e+00
 3.22362135e+05 5.93377888e+04], 计算结果: 318.56609755768176
2025-09-12 15:38:39,827 - 输入参数: [4.35095503e+04 1.15202007e+04 3.00929737e+00 7.17634188e+00
 1.00000000e+06 1.06147484e+05], 计算结果: 351.8107231873793
2025-09-12 15:38:50,318 - 输入参数: [0.00000000e+00 3.96943638e+04 2.20518377e+01 2.63598984e+01
 1.00000000e+06 1.79555372e+05], 计算结果: 930.8149321448844
2025-09-12 15:39:02,479 - 输入参数: [0.00000000e+00 1.00000000e+05 8.03400810e+01 1.00000000e+02
 5.43033380e+05 1.15686872e+05], 计算结果: 933.6867098253316
2025-09-12 15:39:08,697 - 输入参数: [  9047.71314758      0.              0.              0.
 117779.66036197 325021.17040153], 计算结果: 2631.648926622296
2025-09-12 15:39:22,460 - 输入参数: [2.08793117e+04 1.00000000e+05 2.84436041e+01 6.44450689e+01
 1.00000000e+06 7.82043066e+04], 计算结果: 1185.6364711314611
2025-09-12 15:39:28,491 - 输入参数: [1.00000000e+05 0.00000000e+00 0.00000000e+00 1.35724574e+01
 1.49731969e+05 3.37738080e+04], 计算结果: 996.192773302256
2025-09-12 15:39:33,002 - 输入参数: [1.00000000e+05 2.97767709e+03 0.00000000e+00 2.05619267e-01
 6.45499578e+04 7.76662746e+04], 计算结果: 270.50758078625785
2025-09-12 15:39:38,131 - 输入参数: [4.01911820e+04 1.71248964e+04 1.00000000e+02 0.00000000e+00
 2.07404439e+05 8.35880829e+04], 计算结果: 363.7449465333564
2025-09-12 15:39:49,161 - 输入参数: [7.25354788e+03 0.00000000e+00 7.35561972e+01 2.44380743e+01
 1.00000000e+06 2.99792169e+05], 计算结果: 1704.1969019190478
2025-09-12 15:40:01,780 - 输入参数: [0.00000000e+00 0.00000000e+00 7.60371101e+00 0.00000000e+00
 9.93813970e+05 5.10395371e+05], 计算结果: 2393.0363333267505
2025-09-12 15:40:05,730 - 输入参数: [5.04757723e+04 0.00000000e+00 4.67078666e+00 0.00000000e+00
 6.93460499e+04 7.60026791e+04], 计算结果: 281.59144595316235
2025-09-12 15:40:10,905 - 输入参数: [100000.           4970.36308002      0.              0.
  68673.26270515  62969.0005572 ], 计算结果: 435.44023953011697
2025-09-12 15:40:23,047 - 输入参数: [1.00000000e+05 0.00000000e+00 1.13536871e+01 4.27261142e+00
 2.86833308e+05 0.00000000e+00], 计算结果: 7777.76138760369
2025-09-12 15:40:31,261 - 输入参数: [4.89185352e+04 2.13540753e+04 1.47650774e+01 0.00000000e+00
 7.71726490e+05 6.72018134e+04], 计算结果: 564.7130051454898
2025-09-12 15:40:45,344 - 输入参数: [1.00000000e+05 0.00000000e+00 2.52708927e+01 5.99645160e+00
 0.00000000e+00 0.00000000e+00], 计算结果: 14489.060238781316
2025-09-12 15:40:51,737 - 输入参数: [5.81646797e+04 0.00000000e+00 3.02841217e+00 6.82624360e-01
 7.07775476e+04 2.66822962e+04], 计算结果: 1705.1053373639097
2025-09-12 15:41:06,304 - 输入参数: [  52940.7859222     6992.15588309       0.               0.
 1000000.               0.        ], 计算结果: 6308.667704153506
2025-09-12 15:41:12,629 - 输入参数: [1.00000000e+05 0.00000000e+00 7.09210572e+00 1.28324074e+01
 2.70978319e+05 2.81356390e+04], 计算结果: 1116.5515942864506
2025-09-12 15:41:17,687 - 输入参数: [1.00000000e+05 0.00000000e+00 0.00000000e+00 1.10057856e+00
 1.69535208e+05 1.07203539e+05], 计算结果: 245.2938803878991
2025-09-12 15:41:32,398 - 输入参数: [1.00000000e+05 4.76033845e+04 5.72187931e+01 1.00000000e+02
 1.92451159e+04 1.81870413e+04], 计算结果: 4185.180065714916
2025-09-12 15:41:47,500 - 输入参数: [1.00000000e+05 1.40414810e+04 0.00000000e+00 2.37406990e+01
 3.20228969e+05 0.00000000e+00], 计算结果: 5885.4927069166
2025-09-12 15:41:51,723 - 输入参数: [4.68309481e+04 0.00000000e+00 0.00000000e+00 4.46064664e+00
 1.99121998e+05 8.51193390e+04], 计算结果: 320.305012592961
2025-09-12 15:41:57,258 - 输入参数: [100000.              0.              0.              0.
 263952.86670813 123714.52799854], 计算结果: 268.64376437844635
2025-09-12 15:42:03,870 - 输入参数: [0.00000000e+00 2.11012304e+04 3.72823489e+00 8.39236146e+00
 4.42461838e+05 1.11628660e+05], 计算结果: 1287.589366446629
2025-09-12 15:42:13,958 - 输入参数: [1.00000000e+05 1.20331286e+04 2.09214059e-01 0.00000000e+00
 3.73245518e+05 2.06578551e+04], 计算结果: 1795.5870480091419
2025-09-12 15:42:17,934 - 输入参数: [100000.              0.              0.              0.
 157523.8627849   74588.94162589], 计算结果: 226.17059924494748
2025-09-12 15:42:25,415 - 输入参数: [7.79406262e+03 5.63797031e+04 0.00000000e+00 2.58844362e+00
 1.53951970e+05 4.00235853e+05], 计算结果: 321.85196532219277
2025-09-12 15:42:40,718 - 输入参数: [87117.19696416     0.             0.             0.
     0.         97689.68994753], 计算结果: 2023.3621662086769
2025-09-12 15:42:51,868 - 输入参数: [1.61739140e+04 5.14355560e+04 0.00000000e+00 2.17025668e+01
 7.93297582e+05 2.22614191e+05], 计算结果: 574.3123684395391
2025-09-12 15:43:02,671 - 输入参数: [     0.          45353.77896727      0.              0.
 853540.32696914 180860.00488153], 计算结果: 988.5051211111634
2025-09-12 15:43:08,543 - 输入参数: [9.75989688e+04 0.00000000e+00 1.38156582e+00 1.33493993e+01
 2.07795326e+05 1.34871783e+05], 计算结果: 344.57659934779014
2025-09-12 15:43:14,393 - 输入参数: [100000.              0.              0.              0.
 209735.00528608  32077.13463867], 计算结果: 960.8220303381893
2025-09-12 15:43:19,654 - 输入参数: [1.00000000e+05 0.00000000e+00 1.26230355e+01 0.00000000e+00
 1.71178204e+05 1.15164091e+05], 计算结果: 258.7560883856589
2025-09-12 15:43:26,950 - 输入参数: [0.00000000e+00 1.15371502e+04 1.00000000e+02 0.00000000e+00
 1.58121582e+05 3.61993669e+05], 计算结果: 1432.1356246492487
2025-09-12 15:43:36,320 - 输入参数: [1.00000000e+05 0.00000000e+00 1.41687003e+01 0.00000000e+00
 1.70635603e+05 1.42196475e+04], 计算结果: 3001.1223227874007
2025-09-12 15:43:41,147 - 输入参数: [100000.           5722.52306666      0.              0.
 105449.72064839  85956.14122882], 计算结果: 271.6106620420503
2025-09-12 15:43:56,119 - 输入参数: [1.08770339e+04 8.37746706e+04 1.41772725e+01 2.32706669e+01
 0.00000000e+00 0.00000000e+00], 计算结果: 11898.27497429398
2025-09-12 15:44:05,951 - 输入参数: [3.15365612e+04 5.18390994e+04 8.46321260e+01 4.15566320e+01
 2.80205987e+05 7.29839293e+04], 计算结果: 699.7842988138165
2025-09-12 15:44:16,545 - 输入参数: [100000.              0.              0.              0.
 158253.77752628   2340.66258044], 计算结果: 7805.9838693509155
2025-09-12 15:44:21,380 - 输入参数: [1.00000000e+05 0.00000000e+00 0.00000000e+00 4.24763437e+00
 9.79846995e+04 5.14728448e+04], 计算结果: 493.36077981145866
2025-09-12 15:44:33,800 - 输入参数: [0.00000000e+00 8.07736306e+04 0.00000000e+00 2.20144556e+00
 1.00000000e+06 1.16780089e+05], 计算结果: 1226.5943508745877
2025-09-12 15:44:44,703 - 输入参数: [9.88924198e+04 3.37142025e+04 1.00000000e+02 8.97637092e+01
 9.14225813e+05 2.52379199e+05], 计算结果: 437.78406373636517
2025-09-12 15:44:48,879 - 输入参数: [1.00000000e+05 5.56709739e+01 0.00000000e+00 0.00000000e+00
 2.15198047e+05 8.00724660e+04], 计算结果: 198.3741684413135
2025-09-12 15:44:53,265 - 输入参数: [1.00000000e+05 2.72690867e+03 4.72801216e-01 0.00000000e+00
 1.92846254e+05 8.51968180e+04], 计算结果: 212.16286559267868
2025-09-12 15:44:57,829 - 输入参数: [100000.           2010.18645778      0.              0.
 143959.30497159  63354.80109164], 计算结果: 336.92685666422847
2025-09-12 15:45:10,912 - 输入参数: [0.00000000e+00 3.34083627e+03 2.37070273e+00 5.04108924e+00
 0.00000000e+00 4.76426792e+05], 计算结果: 6550.5315395301495
2025-09-12 15:45:22,320 - 输入参数: [8.42627909e+03 0.00000000e+00 1.00000000e+02 1.70080926e+00
 1.00000000e+06 3.41683976e+05], 计算结果: 1741.0539747213047
2025-09-12 15:45:37,799 - 输入参数: [1.00000000e+05 3.55539191e+04 5.76341997e+01 0.00000000e+00
 3.10654699e+05 0.00000000e+00], 计算结果: 4153.653950708687
2025-09-12 15:45:49,697 - 输入参数: [1.00000000e+05 0.00000000e+00 0.00000000e+00 5.98831343e+00
 1.03926614e+05 0.00000000e+00], 计算结果: 11065.779553205379
2025-09-12 15:45:54,577 - 输入参数: [100000.              0.              0.              0.
 323058.23519877  95650.64963543], 计算结果: 215.31200804803183
2025-09-12 15:46:05,508 - 输入参数: [0.00000000e+00 0.00000000e+00 1.00000000e+02 2.70158660e+01
 7.43438350e+05 3.26439713e+05], 计算结果: 2484.099419275691
2025-09-12 15:46:11,392 - 输入参数: [1.00000000e+05 1.47854141e+04 1.16494896e+01 9.73609941e+00
 5.19466418e+05 1.04258402e+05], 计算结果: 294.4480121743768
2025-09-12 15:46:23,369 - 输入参数: [1.00000000e+05 5.89060186e+04 1.73677124e+01 1.00000000e+02
 3.01866373e+05 8.13567861e+04], 计算结果: 1032.016757193014
2025-09-12 15:46:35,576 - 输入参数: [ 56699.97949262      0.              0.              0.
 452448.3732602       0.        ], 计算结果: 5788.996658966307
2025-09-12 15:46:49,231 - 输入参数: [0.00000000e+00 8.73413578e+04 1.40693019e+01 4.10110132e+01
 0.00000000e+00 8.12988266e+04], 计算结果: 12413.391504622721
2025-09-12 15:47:04,404 - 输入参数: [4.96269154e+04 2.62354209e+04 0.00000000e+00 4.91089331e+01
 1.50802736e+05 0.00000000e+00], 计算结果: 4208.89933865819
2025-09-12 15:47:14,784 - 输入参数: [0.00000000e+00 4.46801527e+04 0.00000000e+00 1.32597800e-01
 6.76839495e+05 2.08052340e+05], 计算结果: 973.452450920738
2025-09-12 15:47:30,473 - 输入参数: [1.00000000e+05 6.22417043e+04 0.00000000e+00 6.85430744e+01
 0.00000000e+00 5.96739443e+04], 计算结果: 3324.81448005128
2025-09-12 15:47:42,281 - 输入参数: [1.00000000e+05 7.12719566e+04 1.00000000e+02 7.37394507e+01
 9.09496243e+05 3.22867750e+05], 计算结果: 533.0622802066682
2025-09-12 15:47:54,214 - 输入参数: [5.45620792e+04 5.08388737e+01 4.38534636e+00 0.00000000e+00
 9.95021706e+05 3.95406365e+05], 计算结果: 796.3826877833864
2025-09-12 15:48:10,175 - 输入参数: [4.82421881e+04 1.00000000e+05 0.00000000e+00 2.75066274e+00
 6.50189148e+05 0.00000000e+00], 计算结果: 2308.23041152576
2025-09-12 15:48:19,843 - 输入参数: [1.00000000e+05 1.66233394e+04 6.14725648e-02 0.00000000e+00
 6.52532509e+05 3.17206571e+04], 计算结果: 1224.7025637137253
2025-09-12 15:48:29,619 - 输入参数: [1.00000000e+05 0.00000000e+00 1.83643861e+01 7.44649869e+00
 2.93859830e+05 9.61475347e+03], 计算结果: 3472.60687513322
2025-09-12 15:48:41,786 - 输入参数: [1.00000000e+05 0.00000000e+00 2.03046651e+01 6.80752117e+00
 5.18805555e+05 0.00000000e+00], 计算结果: 7505.516332911655
2025-09-12 15:48:46,388 - 输入参数: [1.00000000e+05 1.23803780e+03 0.00000000e+00 1.66101748e+00
 1.58036699e+05 9.56506193e+04], 计算结果: 223.42242965624115
2025-09-12 15:49:01,716 - 输入参数: [3.44412744e+04 2.47860701e+04 4.86700055e-01 1.98174676e+00
 1.00000000e+06 0.00000000e+00], 计算结果: 4770.197955327969
2025-09-12 15:49:14,216 - 输入参数: [9.20720553e+04 3.77488750e+03 6.53912992e+00 0.00000000e+00
 1.00000000e+06 5.06112258e+05], 计算结果: 557.6369339307013
2025-09-12 15:49:19,087 - 输入参数: [1.00000000e+05 2.55732729e+01 0.00000000e+00 2.12269511e+01
 1.98977961e+05 9.92014752e+04], 计算结果: 354.56018172992776
2025-09-12 15:49:30,247 - 输入参数: [1.00000000e+05 5.38984851e+04 0.00000000e+00 9.11196009e+01
 5.62252111e+05 1.29109087e+05], 计算结果: 651.32865673542
2025-09-12 15:49:34,320 - 输入参数: [1.00000000e+05 0.00000000e+00 9.55813025e+01 0.00000000e+00
 3.33349480e+05 6.18091973e+04], 计算结果: 297.861002378937
2025-09-12 15:49:39,885 - 输入参数: [1.00000000e+05 5.56004464e+03 6.23284688e-01 2.00235624e+01
 2.69069350e+05 4.95693417e+04], 计算结果: 557.1108522479326
2025-09-12 15:49:43,944 - 输入参数: [1.00000000e+05 4.86715621e+01 0.00000000e+00 1.65893101e+00
 2.24462936e+05 7.69732204e+04], 计算结果: 214.62035284659498
2025-09-12 15:49:49,579 - 输入参数: [1.00000000e+05 2.36935763e+01 0.00000000e+00 0.00000000e+00
 2.56243518e+05 1.23133986e+05], 计算结果: 267.46335846009475
2025-09-12 15:49:53,987 - 输入参数: [4.49779692e+04 0.00000000e+00 1.36390643e+00 0.00000000e+00
 4.45317013e+05 7.93837650e+04], 计算结果: 365.0128314643625
2025-09-12 15:49:59,157 - 输入参数: [2.16669943e+04 1.60370258e+04 3.08079253e+00 1.58199737e+01
 1.04484623e+05 1.81889469e+05], 计算结果: 284.9200455088194
2025-09-12 15:50:03,993 - 输入参数: [ 65320.07528881   2807.29004869      0.              0.
 104231.39996686 105951.86591683], 计算结果: 239.27521938501613
2025-09-12 15:50:19,513 - 输入参数: [ 30881.46203651  73035.18712764      0.              0.
 221615.73621066      0.        ], 计算结果: 2572.8219908046276
2025-09-12 15:50:33,391 - 输入参数: [74299.2250413     0.            0.            0.            0.
     0.       ], 计算结果: 16354.781155514447
2025-09-12 15:50:49,433 - 输入参数: [1.00000000e+05 6.47108100e+04 5.20842637e+00 0.00000000e+00
 1.00000000e+06 0.00000000e+00], 计算结果: 3019.499687294793
2025-09-12 15:51:04,312 - 输入参数: [0.00000000e+00 9.12294376e+03 2.19060414e+01 0.00000000e+00
 1.00000000e+06 0.00000000e+00], 计算结果: 6400.831831049115
2025-09-12 15:51:20,307 - 输入参数: [9.87493674e+04 1.00000000e+05 0.00000000e+00 1.51244834e+01
 1.00000000e+06 0.00000000e+00], 计算结果: 2296.805568073803
2025-09-12 15:51:32,771 - 输入参数: [9.96407964e+04 5.39805078e+03 0.00000000e+00 1.63965624e-01
 7.15313098e+03 7.27039438e+04], 计算结果: 526.5839332421136
2025-09-12 15:51:43,963 - 输入参数: [0.00000000e+00 1.00000000e+05 0.00000000e+00 1.00000000e+02
 3.76943331e+05 2.27389873e+05], 计算结果: 743.964050277327
2025-09-12 15:51:48,090 - 输入参数: [     0.              0.              0.              0.
 499412.85028426  65696.40342882], 计算结果: 6134.888432934569
2025-09-12 15:51:53,746 - 输入参数: [1.00000000e+05 7.19079613e+01 6.12020808e-01 0.00000000e+00
 2.29534947e+05 1.22534096e+05], 计算结果: 266.35453625133096
2025-09-12 15:51:57,934 - 输入参数: [100000.              0.              0.              0.
  59847.83196781  78898.9259826 ], 计算结果: 220.84660345730725
2025-09-12 15:52:13,885 - 输入参数: [1.00000000e+05 1.00000000e+05 1.02920078e+01 1.60232213e+01
 1.00000000e+06 0.00000000e+00], 计算结果: 2286.8862588087145
2025-09-12 15:52:23,352 - 输入参数: [3.26533255e+04 6.26551221e+04 0.00000000e+00 4.33667767e+01
 7.46379431e+04 1.05033520e+05], 计算结果: 942.8680523891661
2025-09-12 15:52:29,951 - 输入参数: [1.00000000e+05 1.09180639e+02 0.00000000e+00 0.00000000e+00
 2.69837786e+05 1.57204046e+05], 计算结果: 333.3442869465813
2025-09-12 15:52:34,111 - 输入参数: [1.00000000e+05 7.48683554e+01 0.00000000e+00 4.30101627e+00
 1.61999609e+05 6.48847849e+04], 计算结果: 316.91742425722725
2025-09-12 15:52:49,482 - 输入参数: [1.00000000e+05 0.00000000e+00 0.00000000e+00 2.46535922e+01
 0.00000000e+00 6.13984995e+04], 计算结果: 2038.9822511896596
2025-09-12 15:53:05,016 - 输入参数: [0.00000000e+00 2.91964938e+04 1.00000000e+02 0.00000000e+00
 1.00000000e+06 0.00000000e+00], 计算结果: 4464.247851279444
2025-09-12 15:53:09,209 - 输入参数: [1.00000000e+05 5.56709739e+01 0.00000000e+00 0.00000000e+00
 2.15198047e+05 8.00724660e+04], 计算结果: 198.3741684413135
2025-09-12 15:53:13,280 - 输入参数: [100000.              0.              0.              0.
 220658.98488665  78910.17844688], 计算结果: 198.69113783304482
2025-09-12 15:53:17,315 - 输入参数: [100000.              0.              0.              0.
 186610.9172377   75513.77012205], 计算结果: 217.3202863614649
2025-09-12 15:53:27,448 - 输入参数: [4.14464165e+04 0.00000000e+00 5.91430075e+00 0.00000000e+00
 3.35331523e+05 3.48268783e+05], 计算结果: 881.265008602166
2025-09-12 15:53:43,237 - 输入参数: [1.00000000e+05 0.00000000e+00 0.00000000e+00 1.69058343e+00
 0.00000000e+00 1.28243153e+05], 计算结果: 1861.7838404481024
2025-09-12 15:53:56,025 - 输入参数: [1.00000000e+05 9.64146491e+04 1.32110324e+01 0.00000000e+00
 2.16809312e+05 8.44059963e+04], 计算结果: 1280.9124337034636
2025-09-12 15:54:07,415 - 输入参数: [0.00000000e+00 1.00000000e+05 2.57803017e+01 3.56188953e+01
 1.03984626e+04 1.28268484e+05], 计算结果: 4202.149892844251
2025-09-12 15:54:12,466 - 输入参数: [1.00000000e+05 1.08127485e+02 0.00000000e+00 0.00000000e+00
 2.26142322e+05 1.06932012e+05], 计算结果: 235.62029546102266
2025-09-12 15:54:24,978 - 输入参数: [0.00000000e+00 4.82030282e+03 6.37957301e+01 0.00000000e+00
 1.00000000e+06 5.38818752e+05], 计算结果: 1682.6284895175802
2025-09-12 15:54:30,483 - 输入参数: [100000.           3877.05266484      0.              0.
 104608.09563955  48581.6209693 ], 计算结果: 625.8448651330023
2025-09-12 15:54:34,692 - 输入参数: [100000.              0.              0.              0.
 247362.66075073  80810.09333575], 计算结果: 196.0479010709812
2025-09-12 15:54:50,156 - 输入参数: [ 58454.29255448  55850.39925422      0.              0.
 685992.27049086      0.        ], 计算结果: 3118.138853340563
2025-09-12 15:55:04,158 - 输入参数: [1.00000000e+05 0.00000000e+00 0.00000000e+00 1.84076803e+01
 0.00000000e+00 0.00000000e+00], 计算结果: 14898.395913019163
2025-09-12 15:55:13,938 - 输入参数: [     0.          33747.28963598      0.              0.
 727769.26840778  84187.35027952], 计算结果: 1205.4282490154912
2025-09-12 15:55:27,633 - 输入参数: [3.29809107e+04 3.25528716e+04 8.75500847e-01 5.20982987e+00
 1.00000000e+06 2.08062416e+04], 计算结果: 2098.6458190174026
2025-09-12 15:55:34,826 - 输入参数: [1.00000000e+05 2.31851752e+04 0.00000000e+00 2.29286920e+01
 2.46239243e+05 9.26550256e+04], 计算结果: 477.13210773676803
2025-09-12 15:55:47,037 - 输入参数: [1.00000000e+05 6.01946249e+04 0.00000000e+00 2.78587134e+01
 7.70538017e+05 4.68777152e+05], 计算结果: 498.5094098212362
2025-09-12 15:55:57,402 - 输入参数: [8.87350823e+03 0.00000000e+00 4.92279243e+00 0.00000000e+00
 7.64902640e+04 0.00000000e+00], 计算结果: 4342.834494097015
2025-09-12 15:56:11,988 - 输入参数: [100000.          73786.96978752      0.              0.
 870354.84077433  31017.54559396], 计算结果: 1659.4058282367546
2025-09-12 15:56:18,238 - 输入参数: [100000.              0.              0.              0.
 635588.77941256 127629.11909327], 计算结果: 289.82052569827675
2025-09-12 15:56:30,271 - 输入参数: [1.00000000e+05 1.71271816e+02 0.00000000e+00 0.00000000e+00
 3.72753078e+05 0.00000000e+00], 计算结果: 7471.0363124831965
2025-09-12 15:56:45,936 - 输入参数: [1.00000000e+05 1.00000000e+05 1.27239840e+01 1.34512077e+01
 4.23740090e+05 0.00000000e+00], 计算结果: 2460.522032379518
